class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,f,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
p,?,s,w,t,p,f,c,n,?,e,e,s,s,?,w,p,w,o,p,k,s,?
e,x,?,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,?,g
?,f,f,w,f,n,f,w,b,?,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,h,t,e,s,?,?,w,p,w,?,e,k,s,g
e,f,s,w,f,n,f,?,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
e,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,?,w,o,p,k,n,m
e,x,s,g,f,n,f,w,b,n,t,e,s,s,w,?,p,w,o,e,n,?,g
e,x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g
e,x,f,n,f,n,f,?,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g
?,f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g
p,?,y,n,t,?,f,?,n,n,e,e,s,s,?,w,p,w,o,p,k,s,u
e,f,?,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,f,n,t,n,f,c,?,p,t,b,s,s,w,g,p,w,o,p,k,?,d
e,f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,?,n,t,n,f,c,b,n,t,b,s,s,?,g,p,w,o,p,k,v,d
e,x,f,g,f,n,f,w,b,p,t,e,f,s,?,w,p,w,o,e,?,a,g
e,x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g
p,f,s,w,t,p,f,?,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g
e,x,s,g,f,n,f,?,b,k,?,e,f,s,w,w,p,w,o,e,n,a,g
e,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d
e,x,?,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,y,y,t,?,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p
e,f,s,w,f,n,?,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,s,w,f,n,?,w,b,p,t,e,s,s,?,w,p,w,o,e,n,?,g
e,?,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,?,k,a,?
e,f,s,w,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,?
e,x,f,n,t,n,f,c,b,n,t,b,s,?,w,w,p,w,o,p,n,y,d
e,f,s,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
e,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
e,f,?,w,f,n,f,w,?,k,t,e,s,?,?,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
e,f,s,g,?,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,?,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
?,f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,?,n,a,g
p,f,s,w,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,f,g,f,n,f,w,b,n,t,e,f,s,w,?,p,w,o,e,n,a,g
e,b,y,y,?,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,?,e,n,s,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,?,?,p,w,o,p,k,y,d
e,b,s,y,t,l,f,c,b,n,e,c,s,s,w,?,p,w,o,p,k,s,m
e,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
e,f,f,n,t,n,f,c,b,n,t,b,s,?,w,p,p,w,o,p,n,y,d
p,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,?,o,p,?,s,g
e,f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,?,p,w,?,p,n,s,u
e,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
e,b,s,y,t,l,?,c,b,g,?,c,s,s,?,w,p,w,o,p,k,n,g
e,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,?,g
e,x,s,g,f,n,f,w,b,?,t,e,s,f,w,?,p,w,o,e,n,a,g
e,f,f,g,f,n,f,w,b,?,t,e,f,f,w,w,?,w,o,e,k,s,g
e,x,f,g,f,n,f,w,b,k,t,?,s,s,w,w,p,w,o,e,k,s,g
e,f,s,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
p,f,s,n,t,p,f,c,n,k,e,e,s,?,w,w,p,w,o,p,k,v,g
e,?,f,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
?,f,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,f,n,?,n,f,c,b,n,t,b,s,s,p,g,?,w,o,p,k,y,d
?,x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
e,?,?,e,t,n,f,c,b,u,t,b,s,?,w,p,p,w,o,p,n,y,d
?,x,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g
e,f,f,w,f,n,f,w,b,k,t,?,f,s,w,w,p,?,o,e,k,s,?
e,x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,?,e,k,a,g
e,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,?,e,n,a,g
p,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u
e,f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,?,o,p,n,y,d
e,f,s,w,?,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,f,w,f,n,f,w,b,?,t,e,s,f,w,w,p,w,o,e,k,a,g
p,f,y,n,?,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,s,w,f,n,f,w,b,p,?,e,f,f,w,w,p,w,o,e,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
e,x,?,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d
e,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,f,s,n,f,n,f,w,?,k,t,e,f,f,?,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,h,t,e,f,f,w,w,p,?,o,e,n,s,g
e,f,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g
e,x,s,n,f,n,f,w,b,p,t,e,f,?,w,w,p,w,o,e,?,a,?
e,f,f,w,f,n,f,w,b,?,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,n,?,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,f,w,f,n,f,w,?,p,t,e,s,?,w,w,p,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,?,n,a,g
e,f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
e,f,f,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
p,f,y,n,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,?,k,a,g
e,f,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
?,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,?,a,g
e,f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,?,w,o,e,n,a,g
e,x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d
e,f,f,w,f,n,f,w,b,n,?,e,f,s,w,w,p,w,o,e,n,a,?
e,f,f,n,f,?,f,w,b,p,t,e,f,f,w,w,p,w,?,e,k,?,g
e,x,s,n,f,?,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
e,x,f,w,f,n,?,w,b,h,t,e,?,f,w,w,p,w,o,e,k,s,g
e,b,s,y,t,l,f,c,b,g,e,c,s,s,?,w,p,w,o,p,k,s,g
p,x,y,n,t,p,f,c,n,p,e,e,s,?,w,w,p,w,o,p,k,s,?
p,f,s,n,t,p,f,c,n,p,?,?,s,s,w,w,p,w,o,?,k,v,?
e,?,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,?,k,s,g
p,f,y,n,t,p,?,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,g
e,f,f,n,f,n,f,w,b,?,t,e,s,f,w,w,p,w,o,e,k,s,g
p,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,?,p,n,v,u
e,f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,?,g
p,f,y,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,u
e,f,s,n,f,n,f,w,b,n,t,e,f,?,w,w,p,w,o,e,k,a,g
e,f,s,g,f,n,f,w,b,h,t,e,f,f,?,w,p,w,o,e,k,a,?
e,x,f,g,f,n,f,w,b,h,t,?,s,f,w,w,p,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d
?,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
e,x,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,?,s,?
e,x,f,g,t,n,f,c,?,?,t,b,s,s,g,w,p,w,o,?,k,y,d
?,x,s,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g
e,f,?,w,f,n,f,w,b,h,t,e,?,f,w,w,p,w,?,e,k,a,g
e,x,s,w,f,n,f,w,b,p,t,e,?,s,w,?,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d
e,x,s,w,f,n,f,w,?,k,t,e,s,f,w,w,p,?,o,e,n,s,g
e,x,s,n,f,n,?,w,b,h,t,e,f,s,w,w,?,?,o,e,k,s,g
e,f,s,g,f,n,?,w,b,p,t,e,s,f,w,w,p,w,o,?,n,s,g
p,f,?,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,g
e,f,s,n,f,n,f,w,b,k,t,e,s,f,?,w,p,w,o,e,k,s,g
e,f,y,y,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g
e,x,f,g,t,n,f,?,b,n,t,b,s,?,g,p,p,w,o,?,k,y,d
e,?,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,s,g,f,n,f,w,b,?,t,e,f,s,w,w,p,w,o,e,n,a,g
p,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,?,u
e,?,s,w,f,n,f,w,b,?,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,?,g
e,f,s,g,f,n,f,w,b,n,t,e,s,?,?,w,p,w,o,e,k,a,g
e,f,s,n,f,n,f,w,?,?,t,e,s,s,w,?,p,w,o,e,n,s,g
e,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,?,?,f,n,f,w,b,n,t,e,s,f,w,w,p,w,?,e,n,a,g
e,f,f,?,f,n,f,w,?,k,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,y,w,t,l,?,c,b,g,e,c,?,s,w,w,p,w,o,p,n,s,m
e,x,s,n,f,n,f,w,b,?,t,e,?,s,w,w,?,w,o,e,k,a,g
e,x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,?,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g
p,x,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,?,p,n,s,u
e,x,s,w,f,n,f,w,b,p,?,e,s,f,w,w,p,w,o,e,k,s,g
e,?,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d
e,f,f,g,f,n,f,w,b,n,t,?,s,s,w,w,p,w,o,e,n,s,g
?,x,s,g,f,n,f,w,b,?,t,e,s,f,w,w,p,w,o,e,k,a,g
?,f,f,n,?,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g
e,x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
e,f,y,n,t,l,f,c,b,n,e,r,s,?,w,w,p,w,o,p,k,s,p
?,?,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,s,n,f,n,f,w,b,p,t,e,s,?,w,w,p,w,o,e,n,s,g
e,?,f,n,t,n,f,c,b,?,t,b,s,s,w,w,p,w,o,p,k,v,d
p,f,y,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g
p,x,?,w,t,p,?,c,?,p,e,e,s,s,w,w,p,w,o,p,k,s,u
?,f,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,f,n,t,n,f,c,b,u,?,b,s,s,?,p,p,w,o,p,k,y,d
e,b,y,w,t,l,f,?,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
p,f,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,?,o,p,k,s,g
e,f,f,w,f,?,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,?
e,x,s,w,f,n,f,w,b,n,t,e,f,?,w,w,p,w,o,e,n,s,g
e,?,f,n,t,n,f,c,b,n,t,b,s,s,g,p,p,?,o,p,k,y,d
e,x,s,n,?,n,f,w,?,h,t,e,f,s,w,?,p,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
e,f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
p,f,y,?,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
p,f,y,w,t,p,f,c,n,w,e,?,s,s,w,w,p,w,o,p,k,v,g
e,x,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,f,n,t,n,?,c,?,n,t,b,s,s,p,g,p,w,o,p,k,v,d
e,f,s,g,f,n,f,w,b,k,t,e,f,?,w,w,p,w,o,e,n,s,g
?,f,f,n,f,n,f,?,b,h,t,e,f,s,w,w,p,w,o,e,k,a,g
p,f,s,n,t,p,f,?,n,k,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,?,n,f,n,?,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
p,f,y,n,t,?,f,c,n,p,e,e,s,s,w,w,p,w,o,p,?,v,g
e,x,s,?,f,n,f,w,b,n,?,e,f,f,w,w,p,w,o,e,k,a,g
e,?,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,s,w,f,n,f,w,b,n,t,e,?,s,?,w,p,w,o,?,n,a,g
e,x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
e,x,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,?,o,e,n,s,g
p,f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,?,o,?,n,s,u
e,x,?,n,t,n,f,?,b,p,t,b,s,s,w,g,?,w,o,p,n,v,d
e,x,s,w,f,n,f,w,b,n,?,e,f,f,w,w,?,w,?,e,k,s,g
e,f,s,w,f,n,f,w,?,k,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,s,w,t,a,f,w,n,n,?,b,s,s,w,w,p,w,o,?,u,v,d
e,x,f,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,?,k,?,d
e,x,f,n,t,n,f,c,b,?,t,b,?,s,g,g,p,w,o,p,n,y,?
e,x,?,y,t,a,f,?,?,p,t,b,s,s,w,w,p,w,o,p,u,v,d
e,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,s,n,f,n,f,w,b,n,t,e,s,s,w,?,p,w,o,e,k,?,g
e,x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d
e,f,s,g,f,n,f,w,b,?,t,e,f,?,w,w,p,w,o,e,k,a,g
p,f,s,w,t,?,f,c,n,n,e,e,s,?,w,w,p,w,o,p,k,v,u
e,f,f,w,f,n,f,w,b,p,t,e,s,f,w,?,p,?,o,e,n,s,g
e,x,f,g,f,n,f,w,b,h,t,e,s,s,w,?,p,w,o,e,n,a,g
e,f,f,n,?,?,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,?,f,w,?,p,w,o,e,n,a,g
p,f,y,w,t,p,f,?,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,f,w,f,n,f,w,b,k,t,e,?,s,w,w,p,w,o,e,n,s,g
e,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,s,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,?,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,?,e,k,s,g
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,a,g
e,?,y,y,t,l,?,c,b,n,e,r,s,y,w,w,p,w,o,?,k,y,g
p,x,y,n,t,p,f,c,n,n,?,e,s,s,w,w,p,w,o,p,k,v,u
e,x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g
e,f,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,?,e,k,s,g
e,x,s,n,f,n,f,w,b,h,t,e,s,f,?,w,p,w,?,e,n,s,g
p,f,y,n,t,p,f,?,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
e,?,f,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
p,f,s,w,?,p,f,c,n,p,e,e,s,s,w,w,?,w,o,p,n,s,u
e,f,s,n,f,n,f,w,b,n,?,e,f,s,w,w,p,w,o,e,k,s,g
e,x,s,g,?,?,f,w,b,p,t,e,f,s,w,w,p,?,o,e,k,s,g
e,x,f,g,f,n,f,?,b,n,t,e,s,s,w,w,p,?,o,e,k,a,g
?,f,f,n,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,s,g
e,f,?,g,f,n,f,w,b,h,t,e,?,f,w,w,?,w,o,e,n,s,g
e,x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,?,n,f,n,f,w,?,k,t,e,s,f,w,?,p,w,o,e,k,a,g
e,x,f,g,f,n,f,w,b,p,t,e,s,f,w,?,p,w,o,e,k,?,g
e,f,f,n,?,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,?,g
e,?,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,?,m
e,f,f,g,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g
e,x,f,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g
?,f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,?,o,e,n,a,g
e,x,f,n,t,n,f,c,b,p,t,?,s,s,p,p,p,w,o,p,n,y,d
p,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,?,s,?
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,?,p,w,o,p,n,y,d
e,?,?,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,?,w,o,p,k,y,d
e,x,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,?,s,g
e,f,s,n,f,n,f,w,b,h,t,e,s,s,?,w,p,w,o,e,k,a,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,?,w,p,w,o,p,k,s,m
e,x,f,w,t,a,?,w,n,p,t,b,s,?,w,w,p,w,o,p,u,v,d
e,f,f,g,f,n,?,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g
e,b,y,y,t,?,f,c,b,g,e,c,s,?,w,w,p,w,o,p,k,s,g
?,x,f,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,y,w,t,l,f,c,b,n,?,c,s,s,w,w,p,?,o,p,n,s,g
e,?,s,w,f,n,?,w,b,n,t,e,s,f,?,w,p,w,o,e,?,s,g
e,x,s,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g
e,x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
e,x,s,n,f,n,f,w,b,n,t,e,?,f,w,w,p,w,?,e,n,a,g
e,x,s,n,f,n,f,w,b,n,t,e,f,f,w,?,p,w,o,e,n,s,g
e,x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d
e,f,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,s,g
e,x,y,y,t,a,f,c,b,g,?,c,s,s,w,w,p,w,o,p,k,n,m
e,x,s,w,?,n,f,w,b,n,t,?,f,f,w,w,p,w,o,?,k,a,g
p,f,y,w,t,p,f,c,n,n,?,e,s,s,w,w,p,w,o,p,k,s,u
e,?,?,w,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,?,g
p,f,s,w,t,p,f,c,n,n,?,e,s,s,w,w,p,w,o,p,?,s,u
e,f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,s,g
e,f,f,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,s,g,f,n,f,?,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
p,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,x,s,?,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g
p,f,?,w,t,p,f,c,?,?,e,e,s,s,w,w,p,w,o,p,n,v,g
e,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
?,x,s,?,f,n,f,w,b,h,t,e,s,?,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,p,t,e,f,f,w,?,p,w,o,e,n,s,g
e,x,f,w,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,y,?,t,n,f,c,b,u,t,b,?,s,g,g,p,w,o,p,k,y,d
p,f,s,n,t,p,f,c,n,k,e,e,?,s,w,w,p,?,o,p,k,s,u
e,f,f,g,f,n,f,w,b,k,t,e,?,s,w,w,p,w,o,e,k,s,g
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,g
e,x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,k,t,e,?,f,w,w,p,w,o,e,k,a,g
e,b,s,?,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m
e,f,s,g,f,n,?,w,b,k,t,?,s,f,w,w,p,w,o,e,?,a,?
e,f,f,w,f,n,f,w,b,n,t,e,?,f,w,w,p,w,o,e,k,a,g
e,f,f,n,f,n,f,w,b,h,t,e,s,s,w,?,?,w,o,e,n,a,g
p,f,s,n,t,?,f,c,n,w,?,?,s,s,w,w,p,w,o,p,n,s,u
e,x,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
e,b,y,y,t,a,f,?,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g
e,f,s,g,f,n,f,?,b,?,t,e,s,f,w,w,p,?,o,e,n,a,g
e,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,f,g,f,n,f,w,b,h,?,e,f,s,w,w,p,w,o,e,n,a,g
e,f,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,f,n,f,n,f,w,?,p,t,e,f,s,w,w,p,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d
e,b,y,w,t,l,f,c,b,g,e,c,?,s,?,w,p,w,o,p,n,n,m
e,x,f,g,t,n,f,c,b,n,t,b,s,?,g,w,?,w,o,p,n,v,d
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,g
e,x,s,w,f,n,?,w,b,h,t,e,?,s,w,w,p,w,o,e,n,?,g
p,f,s,n,t,p,f,c,n,?,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,s,n,f,n,f,w,b,n,t,?,s,f,w,w,p,w,o,e,n,a,g
e,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g
e,x,f,w,f,n,f,w,b,k,t,e,s,f,w,w,?,w,o,e,k,a,g
e,x,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,s,n,f,n,f,w,b,n,t,e,f,f,w,w,?,w,o,e,n,s,g
e,x,s,?,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g
